;;"SIGLA";"vnum";"repertorio_n";"rubrica_1";"incipit_ms";"inizio";"fine"
"";"Scheda";"p_°Sg_0203@";" ";"BEdT 242,052a";"Guiraut de borneill.";"(N)os pot sufrir ma lenga qill non dia";"081 r [-]";"081 v"
"";"Scheda";"p_°Sg_0204";" ";"BEdT 029,014";"Arnaut daniel";"lo ferm uoler quil cor mintra";"082 v";"082 v"
"";"Scheda";"p_°Sg_0205";" ";"BEdT 029,008";"Arnaut daniel";"motz brauz e critz. e chan e sos e uoutas";"082 v";"083 r"
"";"Scheda";"p_°Sg_0206";" ";"BEdT 029,017";"Arnaut daniel";"sim fos amors de ioy donar tant larga";"083 r [-] XCV";"083 v"
"";"Scheda";"p_°Sg_0207";" ";"BEdT 029,004";"Arnaut daniel.";"er uey uermeyll uert blanch e groch";"083 v";"084 r"
"";"Scheda";"p_°Sg_0208";" ";"BEdT 029,010";"Arnaut daniel";"e non son coinde leri";"084 r [-]";"084 v"
"";"Scheda";"p_°Sg_0209";" ";"BEdT 029,006";"Arnaut daniel";"chanson del mot. son plan e p(ri)m";"084 v";"085 r"
"";"Scheda";"p_°Sg_0210";" ";"BEdT 029,009";"Arnaut daniel";"(E)n breu briseral temps braus";"085 r [-]";"085 v"
"";"Scheda";"p_°Sg_0211";" ";"BEdT 106,014";"Arnaut daniel";"(E)u soi tan cortesa gaita";"085 v";"085 v"
"";"Scheda";"p_°Sg_0212";" ";"BEdT 234.B.A";"Uida den guillem de saint deidier";"guilem de sant dadier si fo uns rics castelas / de uelais. del uescat del puey santa maria";"086 r [-]";"086 r"
"";"Scheda";"p_°Sg_0212a";" ";"BEdT 234.B.B";"-";"E molt lonc te(m)ps auia durat lur amors. E molt laui/on menada auinen men";"086 r";"086 r"
"";"Scheda";"p_°Sg_0212b";" ";"BEdT 234.B.C";"non prevista";"Digh uos ai den guillem qui fo ni don. e siamaua la comtesa / de polonhac. la quals auia nom marqueza";"086 r";"086v"
"";"Scheda";"p_°Sg_0213";" ";"BEdT 234,004";"Guillem de saint deidier.";"ben chantera simestes ben damor";"087 r [-]";"087 v"
"";"Scheda";"p_°Sg_0214";" ";"BEdT 234,016";"Guillem de saint deidier";"pueis tant mi forsamors q(ue) ma fait entremetre";"087 v";"088r"
"";"Scheda";"p_°Sg_0215";" ";"BEdT 234,007";"Guillem de saint deidier";"dompna ieu uos sui messatgiers";"088 r [-]";"088 v"
"";"Scheda";"p_°Sg_0216";" ";"BEdT 234,015a";"Guillem de san deidier";"lo plus iraz remaing dautres chatius";"088 v";"089 r"
"";"Scheda";"p_°Sg_0217";" ";"BEdT 070.B.A";"-";"(B)ernart de uentadorn si fo de lomozi del castel de uentadorn. hom fo de pau/bra generacio";"089 v";"090 r"
"";"Scheda";"p_°Sg_0217a";" ";"BEdT 070.B.C";"-";"e apelava la .b. alauzeta p(er) amor d'un cavalier q(ue) lama/ua. e ella apelet lui rai";"089 v";"089 v"
"";"Scheda";"p_°Sg_0218";" ";"BEdT 070,025";"Bernat del uentador.";"(L)an can uei la fueyla";"090 r [-] CII";"090 r"
"";"Scheda";"p_°Sg_0219";" ";"BEdT 070,041";"Bernat del uentador.";"(Q)uan par la flor iostal uert foil";"090 r [-]";"090 v"
"";"Scheda";"p_°Sg_0220";" ";"BEdT 070,007";"Bernad del uentador";"(A)ra non uey luzir soleyl";"090 v";"091 r"
"";"Scheda";"p_°Sg_0221";" ";"BEdT 375.B.A";"Uida den ponç de capdueyll.";"ponç de capdueyl si fo uns gentils bars del puei sancta maria. e sabia ben trobare ben uiular e ben chantar. e bons caualiers fo darmas. e gen parla";"091 v";"091 v"
"";"Scheda";"p_°Sg_0221a";" ";"BEdT 375.B.B";"-";"mas amant qa(ue)sta dona maintas belas cortz e maintas / belas iostas e maint bel solatz en foron fayt";"091 v";"092 r"
"";"Scheda";"p_°Sg_0222";" ";"BEdT 375,014";"Ponç de capdueyll.";"(L)eyals amics cuy amors ten ioyos";"092 r [-]";"092 v"
"";"Scheda";"p_°Sg_0223";" ";"BEdT 375,020";"Ponç de cabdueill";"si com selui capron de ualedors";"092 v";"093 r"
"";"Scheda";"p_°Sg_0224";" ";"BEdT 375,001";"Ponç de capdueyl";"(A)yssim es pres cum celui que cercan";"093 r [-] CV";"093 v"
"";"Scheda";"p_°Sg_0225";" ";"BEdT 375,007";"Ponç de capdueyll.";"de totz caitius soi eu aicel lo plus";"093 v";"094 r"
"";"Scheda";"p_°Sg_0226";" ";"BEdT 376,001";"-";"locs es com se deu alegrar";"094 r [-]";"094 r"
"";"Scheda";"p_°Sg_0227";" ";"BEdT 406,018";"ponç de cabdueyll.";"cel que ioi tanh ni cantar sab";"094 v";"094 v"
"";"Scheda";"p_°Sg_0227a";" ";"BEdT 461,214";"-";"Qui uol auer prez uerai";"094 v";"094 v"
"";"Scheda";"p_°Sg_0228";" ";"BEdT 080,008a";"ponç de capdueyll";"(B)em plai lo gai temps del pascor";"095 r [-]";"095 r"
"";"Scheda";"p_°Sg_0229@";" ";"BEdT 262,002";"En iaufre rudel deblaia";"(L)an cant li iorn son lonc en mai";"096 r [-]";" "
"";"Scheda";"p_°Sg_0230@";" ";"BEdT 262,005";"iaufre rudel";"(C)ant lo riu dela fontaina";"096 r [-]";" "
"";"Scheda";"p_°Sg_0231";" ";"BEdT 262,006";"Iufre rudel de blaia";"qant lo rosynol el foilhos";"096 v";"096 v"
"";"Scheda";"p_°Sg_0232";" ";"BEdT";"Uers lo p(ri)mer q(ue) feu en Iohan de castell nou";"(T)ot claramen uol e mostra natura";"097 r [-]";" "
"";"Scheda";"p_°Sg_0233";" ";"BEdT";"Dança de iohan de castel nou";"(A)xim te dins el gran briu";"097 v";" "
"";"Scheda";"p_°Sg_0234";" ";"BEdT";"Canço den iohan de castel nou";"(A)ras liuern que salongo las nuetgs";"098 r [-] CX";" "
"";"Scheda";"p_°Sg_0235";" ";"BEdT";"Uers den iohan de castel nou";"(S)j com de cauza uedada";"098 v";" "
"";"Scheda";"p_°Sg_0236";" ";"BEdT";"Canso den iohan de castell nou";"(S)j col soleyls per son cors acomplir";"099 r [-] CXI";" "
"";"Scheda";"p_°Sg_0237";" ";"BEdT";"Canço den iohan de castell nou";"(T)an soi leyals en uas ma belaymia";"099 v";" "
"";"Scheda";"p_°Sg_0238";" ";"BEdT";"Conseyll q(ue)n iohan de castell nou demandech al gay couen de Tolosa";"(A)l gay couen uuyl far aquest deman";"100 r [-] CXII";" "
"";"Scheda";"p_°Sg_0239";" ";"BEdT";"Canço retrogradada p(er) dictios e per bordos e p(er) coblas e qu(n)at hom la lig tot dretg ditz be e retrogradan las dictios ditz mal la qual fetz en";" ";"100 v";" "
"";"Scheda";"p_°Sg_0240";" ";"BEdT";"Canso den iohan de castell nou";"(P)us mi dons ual tant si deus menantischa";"101 v";" "
"";"Scheda";"p_°Sg_0241";" ";"BEdT";"Canço den iohan de castell nou";"(D)jeus (et) com soy alegres (et) ioyos";"102 r [-] CXIV";" "
"";"Scheda";"p_°Sg_0242";" ";"BEdT";"Uers den iohan de castell nou q(ue) feu al rey darago";"(Q)ui de complir tot son plazer assaya";"102 v";" "
"";"Scheda";"p_°Sg_0243";" ";"BEdT";"Siruentes den iohan de castell nou";"(T)ant es lo mons ples damor descorteza";"103 r [-] CXV";" "
"";"Scheda";"p_°Sg_0244";" ";"BEdT";"-";"(S)j nom te pro uers cansos o deportz";"105 r [-] CXVII";" "
"";"Scheda";"p_°Sg_0245";" ";"BEdT";"Canço den Ramon de cornet";"(E)l mes dabril car uey per mitg los camps";"105 v";" "
"";"Scheda";"p_°Sg_0246";" ";"BEdT";"Uers den Ramon de cornet";"(C)ar uey lo mon de mal pugat al cim";"105 v";" "
"";"Scheda";"p_°Sg_0247";" ";"BEdT";"Canço den Ramon de cornet";"(L)e mieus saber ioy deziran se pert";"106 v";" "
"";"Scheda";"p_°Sg_0248";" ";"BEdT";"Uers den Ramon de cornet";"(P)auchomes uey de sen tan freyturos";"107 r [-] CXIX";" "
"";"Scheda";"p_°Sg_0249";" ";"BEdT";"Canço den Ramon de cornet";"(A)ras fos hieu si malautz e cotxatz";"107 v";" "
"";"Scheda";"p_°Sg_0250";" ";"BEdT";"Siruentes den Ramon de cornet";"(J)ns en la font de cobeytat se bayna";"108 r [-] CXX";" "
"";"Scheda";"p_°Sg_0251";" ";"BEdT";"Uers den Ramon de cornet";"(R)aso ni sens no pot uezer lo moble";"108 v";" "
"";"Scheda";"p_°Sg_0252";" ";"BEdT";"Uers den Ramon de cornet";"(B)enes uilas fols e mals e rustichs";"109 r [-] CXXI";" "
"";"Scheda";"p_°Sg_0253";" ";"BEdT";"Canso de frare ramon de cornet";"(J)ntrar uuyll en guerreiar si puch tan";"109 v";" "
"";"Scheda";"p_°Sg_0254";" ";"BEdT";"Canso den Ramon de cornet";"(C)ors mot gentils fons e grans mars dapteza";"110 r [-] CXXII";" "
"";"Scheda";"p_°Sg_0255";" ";"BEdT";"Canço den Ramon de cornet";"(C)ent castels e cent tors";"110 r [-] CXXII";" "
"";"Scheda";"p_°Sg_0256";" ";"BEdT";"Aquesta canço apelada saumesca feu en Ram(n)o de cornet";"(E)n aycel tems com no sen fretg ni cauma";"110 v";" "
"";"Scheda";"p_°Sg_0257";" ";"BEdT";"En Ramon de cornet";"(A) sent marcel dalbeges prop de salas";"111 r [-] CXXIII";" "
"";"Scheda";"p_°Sg_0258";" ";"BEdT 335,057";"Siruentes d en Ramon de cornet";"(T)otz temps azir falsetatz ezengan";"111 v";" "
"";"Scheda";"p_°Sg_0259";" ";"BEdT";"Siruentes q(ue) feu en Ram(n)o de cornet com deu hom iogar als escachs";"(Q)ui dels escachs uol belamen iogar";"112 r [-] CXXIV";" "
"";"Scheda";"p_°Sg_0260";" ";"BEdT";"Aquesta tenso fech en .R. de cornet ab narnau alaman donzel dalbi";"(P)res mes talens dun pech partimen far";"112 v";" "
"";"Scheda";"p_°Sg_0261";" ";"BEdT";"Canso den R de cornet";" ";"113 r [-] CXXV";" "
"";"Scheda";"p_°Sg_0262";" ";"BEdT";"Uers den Ramon de cornet";"(A)b tot mon sen damors si pusch faray";"114 r [-]";" "
"";"Scheda";"p_°Sg_0263";" ";"BEdT";"Canço de mossen en Ramenat montaut caualer seynor de putg daniel p(er) que gazaynet la ioya en tholoza";"(N)o pusch mudar que nom playna";"115 r [-]";" "
"";"Scheda";"p_°Sg_0264";" ";"BEdT";"Canço de mossen Ramenat de m(on)taut";"(L)o bel regart el fin pretz dela gaya";"115 r [-]";" "
"";"Scheda";"p_°Sg_0265";" ";"BEdT";"Canço den thomas periz de fozes";"j col uassayl can seruex longamen";"116 r [-]";" "
"";"Scheda";"p_°Sg_0266";" ";"BEdT";"Uers den thomas periz de fozes";"(T)rop me desplay can uey falir";"116 v";" "
"";"Scheda";"p_°Sg_0267";" ";"BEdT";"Canso q(ue) fe mossen b(n)n de penasath donzel e fo coronada";"(A)mors car say que faretz pietat";"117 r [-]";" "
"";"Scheda";"p_°Sg_0268";" ";"BEdT";"Canso coronada den iahmes de toloza";"jns en mon cor me firon mant sospir";"117 v";" "
"";"Scheda";"p_°Sg_0269";" ";"BEdT";"Canso den iagmes de tholoza";"(J)es pel temps gay can florixon li ram";"118 r [-]";" "
"";"Scheda";"p_°Sg_0270";" ";"BEdT";"Canso de mossen gasto comte de foix p(er) la qual gazaynet la ioya a tholoza";"(E)ras can uey del boy fuylar la rama";"118 v";" "
"";"Scheda";"p_°Sg_0271";" ";"BEdT";"Guillems borzatz daorlayachs fetz aq(ue)sta canso e fo coronada";"(E)l temps q(ue) xay la nieus p(er) mitg los camps";"119 r [-]";" "
"";"Scheda";"p_°Sg_0272";" ";"BEdT";"Guillem de borzach daorlach gazaynet la flor daglentina p(er) aq(ue)st s(er)uentes a toloza";"(T)rop home son part de uer lauzador";"119 v";" "
"";"Scheda";"p_°Sg_0273";" ";"BEdT";"Canso q(ue) fetz mossen bertran de sant roscha can(on)ge de sent esteue de tolosa e fo coronada";"(N)on pux tenir q(ue)zeu de mort nom tenia";"120 r [-]";" "
"";"Scheda";"p_°Sg_0274";" ";"BEdT";"Canso dança q(ue) fe mossen bertran de sant roscha e fo coronada";"(E)ras can uey lo fin pretz cum es nobles";"120 v";" "
"";"Scheda";"p_°Sg_0275";" ";"BEdT";"Canso enamorada q(ue) fetz Mossen bertran de sant roscha e fo coronada";"(S)ofren perylls damors affans e pena";"121 r [-]";" "
"";"Scheda";"p_°Sg_0276";" ";"BEdT";"iohan blanch catala gazaynet la uioleta per aq(ue)sta canso";"en hay razo q(ue)zieu mos xans espanda";"121 v";" "
"";"Scheda";"p_°Sg_0277";" ";"BEdT";"Aquesta canso fe Mossen bertran del falgar Seynor de uila noua e fo coronada";"(E)ras car uey liuern baxar els trums";"122 r [-]";" "
"";"Scheda";"p_°Sg_0278";" ";"BEdT";"Guillem uetzinas fet aq(ue)sta canso e fo sigilada el consistori de tholoza";"(N)afratz dira cum cel q(ue)s de dol pres";"122 v";" "
"";"Scheda";"p_°Sg_0279";" ";"BEdT";"Mossen bertran despayna fetz aq(ue)sta canso, e fo coronada";"(S)es uos amors no say ab cuy macost";"123 r [-]";" "
"";"Scheda";"p_°Sg_0280";" ";"BEdT 210,011";"-";"[...]Cobes es de maniar. e ples de gelosia";"124 r [-]";"124 r"
"";"Scheda";"p_°Sg_0281";" ";"BEdT 210,008a";"-";"cantarey mentre mestau";"124 r [-]";"124 r"
"";"Scheda";"p_°Sg_0282";" ";"BEdT 210,002";"-";"can liuern ni la neu nil frey";"124 v";"124 v"
"";"Scheda";"p_°Sg_0283";" ";"BEdT 210,006b";"-";"cel so quicapole dola";"124 v";"125 r"
"";"Scheda";"p_°Sg_0284";" ";"BEdT Troie";"-";"(A)chilles uait ueoir hector";"125 r [-]";" "
"";"Scheda";"p_°Sg_0285";" ";"BEdT";"bertran del falgar";"Perço car uey q(ue) uoluntats amena";"127 r[-]";" "
"";"Scheda";"p_°C_0001";" ";"BEdT 155,016";"-";"";"001 rA";" "
"";"Scheda";"p_°C_0002";" ";"BEdT 155,021";"-";"";"001";" "
"";"Scheda";"p_°C_0003";" ";"BEdT 155,003";"-";"A[...]pauc dafan";"001 vB";"002 rB"
"";"Scheda";"p_°C_0004";" ";"BEdT 155,010";"folquet de marcelha.";"Greu fera nuls hom falhen/sa";"002 rB";"002 vA"
"";"Scheda";"p_°C_0005";" ";"BEdT 155,001";"folquet de marcelha.";"Amors merce no mueira/tan souen";"002 vA";"002 vB"
"";"Scheda";"p_°C_0006";" ";"BEdT 155,018";"folquet de marcelha.";"Sal cor plagues ben forau/mai sazos";"002 vB";"003 rA"
"";"Scheda";"p_°C_0007";" ";"BEdT 155,014";"folquet de/marcelha.";"Mout i fetz gran/pechat amors";"003 rA";"003 vA"
"";"Scheda";"p_°C_0008";" ";"BEdT 155,005";"folquet de mar/celha.";"Ben an mort mi/e lor. mei huel galiador.";"003 vA";"003 vB"
"";"Scheda";"p_°C_0009";" ";"BEdT 155,022";"folquet de marcelha.";"Tant mabellics la moros pes/samens.";"003 vB";"004 rA"
"";"Scheda";"p_°C_0010";" ";"BEdT 155,027";"folquet de/marcelha.";"Us uolers otra/cujatz";"004 rA";"004 rB"
"";"Scheda";"p_°C_0011";" ";"BEdT 155,023";"folq(ue)t de macelha.";"Tan mou de corteza razo";"004 rB";"004 vB"
"";"Scheda";"p_°C_0012";" ";"BEdT 155,007";"folquet de/marcelha.";"Chantar mi tor/nazafan";"004 vB";"005 rA"
"";"Scheda";"p_°C_0013";" ";"BEdT 155,011";"folquet de marcelha.";"Ia nois cug hom quieu camje mas/chansos";"005 rA";"005 rB"
"";"Scheda";"p_°C_0014";" ";"BEdT 370,009";"folquet de marcelha.";"Los mals damor ai ieu be(n)/totz apres";"005 rB";"005 vB"
"";"Scheda";"p_°C_0015";" ";"BEdT 155,008";"folquet de/marcelha.";"En chantan ma/uen amembrar";"005 vB";"006 rA"
"";"Scheda";"p_°C_0016";" ";"BEdT 155,015";"[...]a";"Huei[]";"006 rA";"006 vA"
"";"Scheda";"p_°C_0017";" ";"BEdT 156,015";"folq(ue)t d(e) marcel/ha";"Vers dieus el vostre nom/e de sancta maria";"006 vA";"006 vB"
"";"Scheda";"p_°C_0018";" ";"BEdT 242,055";"[...]elh";"[]er solatz reuel/[]r";"006 vB";"007 rB"
"";"Scheda";"p_°C_0019";" ";"BEdT 242,001";"Gr.~ de bornelh.";"A ben chantar. couen amars";"007 rB";"007 vA"
"";"Scheda";"p_°C_0020";" ";"BEdT 242,080";"Gr.~ de bor/nelh.";"Un sonet fatz mal/uat e bo";"007 vA";"007 vB"
"";"Scheda";"p_°C_0021";" ";"BEdT 242,031";"Guiraut de bornelh";"De chantar mi forantre/mes";"008 rA";"008 rB"
"";"Scheda";"p_°C_0022";" ";"BEdT 242,047";"Gr.~ de bornelh.";"Los apletz.";"008 rB";"008 vB"
"";"Scheda";"p_°C_0023";" ";"BEdT 242,069";"Gr.~ de/bor/nelh.";"Sieus quier cosselh/bella mia lamanda";"008 vB";"009 rB"
"";"Scheda";"p_°C_0024";" ";"BEdT 242,063";"Gr.~ de bor/nelh.";"Razon e luec. e cor e sen";"009 rB";"009 vA"
"";"Scheda";"p_°C_0025";" ";"BEdT 242,034";"Gr.~ de/bornelh.";"Gen. maten";"009 vA";"010 rA"
"";"Scheda";"p_°C_0026";" ";"BEdT 242,072";"Gr.~ de bornelh.";"Sim sentis fizels amics";"010 rA";"010 rB"
"";"Scheda";"p_°C_0027";" ";"BEdT 242,048";"Gr.~ de bornelh.";"Mamigam/mena estra lei";"010 rB";"010 vA"
"";"Scheda";"p_°C_0028";" ";"BEdT 242,062";"Gr.~ de bornelh.";"Qui chantar sol";"010 vA";"011 rB"
"";"Scheda";"p_°C_0029";" ";"BEdT 242,024";"Gr.~ de bornelh.";"Ben es dregz pos en aital/port";"011 rB";"011 vA"
"";"Scheda";"p_°C_0030";" ";"BEdT 242,041";"Guiraut de Bornelh.";"Iois sia comensamens";"011 vB";"012 rA"
"";"Scheda";"p_°C_0031";" ";"BEdT 242,006";"Gr.~ de bornelh.";"Al honor dieu torn en mo(n)/chan";"012 rA";"012 vA"
"";"Scheda";"p_°C_0032";" ";"BEdT 242,013";"Gr.~/de bornelh.";"Ar ai gran ioi/quem remembra lamor";"012 vA";"012 vB"
"";"Scheda";"p_°C_0033";" ";"BEdT 242,019";"Gr.~ de bor/nelh.";"Ben for oimais/dreitz el te(m)ps gen";"012 vB";"013 rB"
"";"Scheda";"p_°C_0034";" ";"BEdT 242,065";"Guiraut de bornelh.";"Sanc iorn agui ioi ni solatz";"013 rB";"013 vA"
"";"Scheda";"p_°C_0035";" ";"BEdT 242,028";"Gr.~ de bornelh.";"Qvar non ai/ioy qui ma on";"013 vA";"013 vB"
"";"Scheda";"p_°C_0036";" ";"BEdT 242,066";"Guiraut de bornelh.";"Sera non pueia mos chans";"013 vB";"014 rA"
"";"Scheda";"p_°C_0037";" ";"BEdT 242,060";"Guiraut de bornelh.";"Qvan lo fregz el glatz e la/neus";"014 rA";"014 rB"
"";"Scheda";"p_°C_0038";" ";"BEdT 242,076";"Guiraut de bornelh.";"Sol quamors me pleuis.";"014 vA 01";"014 vB"
"";"Scheda";"p_°C_0039";" ";"BEdT 213,001a";"Guiraut de bornelh.";"Al plus leu quieu sai far chansos";"014 vB";"015 rB"
"";"Scheda";"p_°C_0040";" ";"BEdT 242,049";"Gr.~ de bornelh.";"Nom platz/chant de rossinhol.";"015 rB";"015 vA"
"";"Scheda";"p_°C_0041";" ";"BEdT 242,074";"Gr.~ d(e) bornelh";"Si sotils sens";"015 vA";"015 vB"
"";"Scheda";"p_°C_0042";" ";"BEdT 242,012";"Gr.~ d(e) bornelh.";"Aquest termenis clars e/gens";"015 vB";"016 rA"
"";"Scheda";"p_°C_0043";" ";"BEdT 242,018";"Gr.~ de bornelh.";"Ben deu/em bona cort dir";"016 rA";"016 rB"
"";"Scheda";"p_°C_0044";" ";"BEdT 242,068";"Gr.~/de bornelh.";"Ses ualer/de pascor";"016 rB";"016 vB"
"";"Scheda";"p_°C_0045";" ";"BEdT 242,005";"Gr.~/de bornelh.";"Alegrar/me uolgren chantan";"016 vB";"017 rB"
"";"Scheda";"p_°C_0046";" ";"BEdT 242,046";"Gr.~ de bor/nelh.";"Lo doutz chans dun/auzel";"017 rB";"017 vB"
"";"Scheda";"p_°C_0047";" ";"BEdT 242,058";"Gr.~ de bornelh.";"Qvant creyx la fresca fuelh/el rams";"017 vB";"018 rB"
"";"Scheda";"p_°C_0048";" ";"BEdT 242,017";"Gr.~ de bornelh.";"Er ausiretz. enchabalit/chantars";"018 rB";"018 vB"
"";"Scheda";"p_°C_0049";" ";"BEdT 242,040";"Gr.~/de bornelh.";"Ioys e chans./e solatz";"018 vB";"019 rA"
"";"Scheda";"p_°C_0050";" ";"BEdT 242,016";"Gr.~ d(e) bornelh.";"Eras sim fos agrat ten/gut";"019 rA";"019 vA"
"";"Scheda";"p_°C_0051";" ";"BEdT 242,036";"Gr.~ d(e) bornelh.";"Ges aissi del tot non lays";"019 vA";"020 rA"
"";"Scheda";"p_°C_0052";" ";"BEdT 242,059";"Gr.~ d(e) bornelh.";"Quant la brunaura ses lucha";"020 rA";"020 rB"
"";"Scheda";"p_°C_0053";" ";"BEdT 242,042";"Gr.~ de/bornelh.";"La flors el uerjan";"020 rB";"020 vA"
"";"Scheda";"p_°C_0054";" ";"BEdT 242,011";"Gr.~ d(e) bornelh.";"A penas saj comensar";"020 vA";"020 vB"
"";"Scheda";"p_°C_0055";" ";"BEdT 242,071";"Guiraut de bornelh.";"Sim plagues tant chans";"021 rA";"021 rA"
"";"Scheda";"p_°C_0056";" ";"BEdT 242,002";"Guiraut de/bornelh.";"Ab semblant mi faj/dechazer";"021 rA";"021 vA"
"";"Scheda";"p_°C_0057";" ";"BEdT 242,003";"Gr.~ de bornelh.";"Ajlas quo muer que as/amis";"021 vA";"021 vB"
"";"Scheda";"p_°C_0058";" ";"BEdT 242,053";"Gr.~ de bornelh.";"Nvlha res a chantar nom/falh";"021 vB";"022 rA"
"";"Scheda";"p_°C_0059";" ";"BEdT 242,051";"Gr.~ de bornelh.";"No pues mudar qua la do/lor";"022 rB";"022 vA"
"";"Scheda";"p_°C_0060";" ";"BEdT 242,039";"Guiraut de bornelh.";"Iam uay reuenen";"022 vA";"022 vB"
"";"Scheda";"p_°C_0061";" ";"BEdT 242,057";"Gr.~ de bornelh.";"Qvan branchal brondels/elh rama";"022 vB";"023 rB"
"";"Scheda";"p_°C_0062";" ";"BEdT 242,045";"Gr.~ de bornelh.";"Leu/chansonete uil";"023 rB";"023 vA"
"";"Scheda";"p_°C_0063";" ";"BEdT 242,054";"Guiraut de bornelh.";"Ops magra si mo cossen/tis";"023 vA";"023 vB"
"";"Scheda";"p_°C_0064";" ";"BEdT 242,030";"Gr.~ de bornelh.";"De chantar ab deport";"023 vB";"024 rB"
"";"Scheda";"p_°C_0065";" ";"BEdT 242,032";"Gr.~ de bornelh.";"Dels bels/digz menutz frays";"024 rA";"024 vB"
"";"Scheda";"p_°C_0066";" ";"BEdT 242,004";"Guiraut de/bornelh.";"Ajtal cansoneta/plana";"024 vB";"025 rA"
"";"Scheda";"p_°C_0067";" ";"BEdT 242,075";"Gr.~ de bornelh.";"Solatz ioys e chantars";"025 rA";"025 rB"
"";"Scheda";"p_°C_0068";" ";"BEdT 242,073";"Gr.~ de bornelh.";"Sj per mon sobre totz no/fos";"025 rA";"025 vB"
"";"Scheda";"p_°C_0069";" ";"BEdT 242,020";"Gr.~ de/bornelh.";"Be mera bels/chantars";"025 vB";"026 rB"
"";"Scheda";"p_°C_0070";" ";"BEdT 242,079";"Gr.~ de bor/nelh.";"Tot suauet e dapas";"026 rB";"026 vA"
"";"Scheda";"p_°C_0071";" ";"BEdT 242,070";"Gr.~ de bornelh.";"Sil cor nom minestra/dreg";"026 vA";"027 rA"
"";"Scheda";"p_°C_0072";" ";"BEdT 242,025";"Gr.~ de bornelh.";"Ben coue pus ia bayssal/ram";"027 rA";"027 rB"
"";"Scheda";"p_°C_0073";" ";"BEdT 242,043";"Gr.~ de bor/nelh.";"Las comaue/dieus maiut";"027 rB";"027 vA"
"";"Scheda";"p_°C_0074";" ";"BEdT 242,037";"Gr.~ de bornelh.";"Ges desobre uoler nom/tuelh";"027 vA";"028 rA"
"";"Scheda";"p_°C_0075";" ";"BEdT 242,026";"Gr.~ de/bornelh.";"Be ueg e conosc e/sai";"028 rA";"028 rB"
"";"Scheda";"p_°C_0076";" ";"BEdT 205,004b";"Guiraut de bornelh.";"Qvan uey lo dos temps ue/nir";"028 rB";"028 vA"
"";"Scheda";"p_°C_0077";" ";"BEdT 323,001";"Gr.~ de bornelh.";"Abans quel blancs pueg/sion vert";"028 vA";"028 vB"
"";"Scheda";"p_°C_0078";" ";"BEdT 242,027";"Gr.~ de bornelh.";"Cardalhac per un siruen/tes";"028 vB";"029 rB"
"";"Scheda";"p_°C_0079";" ";"BEdT 242,044";"Gr.~ de bornelh.";"Lautrier/lo primier iorn daost";"029 rB";"029 vB"
"";"Scheda";"p_°C_0080";" ";"BEdT 242,078";"Guiraut de bornelh.";"Tostemps me sol. plus/ioy plazer";"029 vB";"030 rA"
"";"Scheda";"p_°C_0081";" ";"BEdT 242,067";"Guiraut de bornelh.";"Ses chantars ben enten/dutz";"030 rA";"030 rB"
"";"Scheda";"p_°C_0082";" ";"BEdT 242,064";"Guiraut d(e) bornelh";"Reis/glorios uerays lums/e clardatz";"030 vA";"030 vA"
"";"Scheda";"p_°C_0083";" ";"BEdT 364,039";"Peire Uidal de tholosa";"[Q]uant hom es/en autrui po/der";"030 vB";"031 rA"
"";"Scheda";"p_°C_0084";" ";"BEdT 364,011";"Peire Uidal.";"Bem pac diuern e destiu";"031 rA";"031 vA"
"";"Scheda";"p_°C_0085";" ";"BEdT 364,004";"Peire Uidal.";"Anc no mori per amor/ni per al";"031 vA";"031 vB"
"";"Scheda";"p_°C_0085_01";" ";"BEdT 461,139a";"-";"Yeu dun ausens en prestre say nadal";"031 v";"031 v"
"";"Scheda";"p_°C_0086";" ";"BEdT 364,040";"Peire Ui/dal.";"Quant hom honratz/torna en gran paubrei/ra";"031 vB";"032 rB"
"";"Scheda";"p_°C_0087";" ";"BEdT 364,024";"Peire Uidal.";"Ges pel temps fer ebrau";"032 rB";"032 vB"
"";"Scheda";"p_°C_0088";" ";"BEdT 364,046";"Peire Uidal.";"Tant/ai lonjamen sercat";"032 vB";"033 rB"
"";"Scheda";"p_°C_0089";" ";"BEdT 364,013";"Peire Uidal.";"Mout/uiu agran dolor";"033 rB";"033 vA"
"";"Scheda";"p_°C_0090";" ";"BEdT 364,043";"Peire Ui/dal.";"Sim laissava/de chantar";"033 vA";"033 vB"
"";"Scheda";"p_°C_0091";" ";"BEdT 364,031";"Peire Uidal.";"Nulhs hom nos pot damor/guandir";"033 vB";"034 rB"
"";"Scheda";"p_°C_0092";" ";"BEdT 364,036";"Peire Uidal.";"Si quol paupres que iay/el ric ostal";"034 rB";"034 vB"
"";"Scheda";"p_°C_0093";" ";"BEdT 364,030";"Peire Uidal.";"Neu ni gel ni plueja ni/fang";"034 vB";"035 rA"
"";"Scheda";"p_°C_0094";" ";"BEdT 364,010";"Peire/Uidal.";"Bem agrada la co/uinens sazos";"035 rA";"035 vA"
"";"Scheda";"p_°C_0095";" ";"BEdT 364,018";"Peire Uidal.";"Drogoman senher sieu/agues bon destrier";"035 vA";"035 vB"
